job_id,title,company,location,description,skills,posted_date,source
standalone&origin=cardTitle#sol=d4716bd43f127d415aa198cc5af45138b9bb3d8d,Social Media Specialist,Sancha Artisan Milk Tea,Jakarta Barat,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89166577?type=standard&ref=search-standalone&origin=cardTitle#sol=d4716bd43f127d415aa198cc5af45138b9bb3d8d,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=59a89237c573bb6453f923de2f099dbf7508b0e5,Social Media Specialist (Content Creator),PT Vkool Indo Lestari,Jakarta Raya,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89164881?type=standard&ref=search-standalone&origin=cardTitle#sol=59a89237c573bb6453f923de2f099dbf7508b0e5,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=24fac1ea681ece797990ed4a56dab4776cdd17de,Social Media Specialist,PT KIIP KIIP INDONESIA,Jakarta Utara,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88798392?type=standard&ref=search-standalone&origin=cardTitle#sol=24fac1ea681ece797990ed4a56dab4776cdd17de,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=9a4fbca02e21a1b34840463aab59db4e9e8ebfe0,Social Media Specialist,PT Beautilosophi Mahandaru Indonesia ( The Clinic Beautylosophy ),Jakarta Raya,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89126765?type=standard&ref=search-standalone&origin=cardTitle#sol=9a4fbca02e21a1b34840463aab59db4e9e8ebfe0,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=f29b1e961081b51d8dddc9787c7ff49f77113eac,Social Media Specialist,PT Cerita Rasa Kita,Jakarta Selatan,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88955848?type=standard&ref=search-standalone&origin=cardTitle#sol=f29b1e961081b51d8dddc9787c7ff49f77113eac,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=1fec11d01b0426042983467cffd10f5d808d6204,Social Media Specialist (Hotto atau Brand Mom & Baby ),PT. BERKAT KREASI GEMILANG,Tangerang,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89170828?type=standard&ref=search-standalone&origin=cardTitle#sol=1fec11d01b0426042983467cffd10f5d808d6204,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=c1eba1481de02fcc3b2980b7b4c18030f0a1ad0d,Social Media Specialist,PT Edukasi Gunarita Abadi,Jakarta Selatan,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89126703?type=standard&ref=search-standalone&origin=cardTitle#sol=c1eba1481de02fcc3b2980b7b4c18030f0a1ad0d,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=7a08d9876ee9bdaebb81d21cc6b018a56f9065ec,Social Media Specialist,PT Airkon Pratama,Jakarta Selatan,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88830840?type=standard&ref=search-standalone&origin=cardTitle#sol=7a08d9876ee9bdaebb81d21cc6b018a56f9065ec,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=8c85291865c98700c517801b90bc45d0c7363e51,FREELANCER SOCIAL MEDIA SPECIALIST (TAGALOG / FILIPINO LANGUAGE),PT Daehong Communications Indonesia,Jakarta Selatan,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89153790?type=standard&ref=search-standalone&origin=cardTitle#sol=8c85291865c98700c517801b90bc45d0c7363e51,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=ba916636cca3fd4d1e904a9e46b08b64df3a8ade,Social Media & KOL Specialist,PT Surya Dermato Medica Labs,Jakarta Pusat,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88778584?type=standard&ref=search-standalone&origin=cardTitle#sol=ba916636cca3fd4d1e904a9e46b08b64df3a8ade,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=b4d5c136b20ce23ad9d4ec5429c81b42c563a90f,Social Media Specialist,EUROMEDICA GROUP,Bali,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89084594?type=standard&ref=search-standalone&origin=cardTitle#sol=b4d5c136b20ce23ad9d4ec5429c81b42c563a90f,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=32b64b3da35d457e4cc648b7216f51f0553e99ca,Social Media Specialist,PT Anugerah Metalindo Gemilang,Jakarta Barat,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88975496?type=standard&ref=search-standalone&origin=cardTitle#sol=32b64b3da35d457e4cc648b7216f51f0553e99ca,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=dc770483d7e99f92f7dcec4d3f8cb7bfa542a821,Social Media Specialist,PT CERIA BELAJAR EDUKASI INDONESIA,Jakarta Utara,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88983611?type=standard&ref=search-standalone&origin=cardTitle#sol=dc770483d7e99f92f7dcec4d3f8cb7bfa542a821,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=b083adb1b2708bf17c56ceb5a940214bc75a46fc,Social Media Specialist,PT. Cielco IVIN Anugerah Perkasa,Jakarta Utara,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88626212?type=standard&ref=search-standalone&origin=cardTitle#sol=b083adb1b2708bf17c56ceb5a940214bc75a46fc,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=c56ace7d44e71036f6ce8e6029b4c73fb8dbe5a1,Social Media Specialist,PT Yumeida Utama,Medan,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89113438?type=standard&ref=search-standalone&origin=cardTitle#sol=c56ace7d44e71036f6ce8e6029b4c73fb8dbe5a1,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=cd44778a10e63e57f9d912b667833d9f8fbb617a,Social Media Strategist,PT Pangan Lestari,Jakarta Barat,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89021357?type=standard&ref=search-standalone&origin=cardTitle#sol=cd44778a10e63e57f9d912b667833d9f8fbb617a,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=2b8c7f00d283a8db861d643685370a6303b175c5,Social Media Specialist,PT. Gelora Muda Berjaya,Jakarta Raya,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88764937?type=standard&ref=search-standalone&origin=cardTitle#sol=2b8c7f00d283a8db861d643685370a6303b175c5,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=97cb63c7c77720f245a6301054302bb2c4baac86,Content Specialist,SKINTIFIC,Jakarta Selatan,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89153598?type=standard&ref=search-standalone&origin=cardTitle#sol=97cb63c7c77720f245a6301054302bb2c4baac86,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=c77594ae13d65e5faf109cab9512465aba6b8bee,Social Media Account Manager (TikTok Shop & TikTok/Instagram Content),PT Astaguna Wisesa,Jakarta Barat,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89174834?type=standard&ref=search-standalone&origin=cardTitle#sol=c77594ae13d65e5faf109cab9512465aba6b8bee,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=aa15ea87399c60c28cdb01bd1ff4a4d98edde7f1,Social Media Specialist,PT Prisma Sejati Makmur,Jakarta Barat,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88604377?type=standard&ref=search-standalone&origin=cardTitle#sol=aa15ea87399c60c28cdb01bd1ff4a4d98edde7f1,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=b9034335d9b41b68f54d85ab2c2819f6656b0f0a,Social Media and Content Specialist,PT 4Life Indonesia Trading,Jakarta Selatan,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88690892?type=standard&ref=search-standalone&origin=cardTitle#sol=b9034335d9b41b68f54d85ab2c2819f6656b0f0a,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=ebe06ed5083e3052d408f72dec23e7b3eddb0d5d,Content Creator Fashion (Social Media Specialist),Chocochips Boutique,Cengkareng,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88988373?type=standard&ref=search-standalone&origin=cardTitle#sol=ebe06ed5083e3052d408f72dec23e7b3eddb0d5d,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=59ecd88b7291cca7a587ac7150a7d767e39c86f7,Social Media and Content Specialist,PT GOGOBUY ECOMMERCE INDONESIA,Jakarta Selatan,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88608045?type=standard&ref=search-standalone&origin=cardTitle#sol=59ecd88b7291cca7a587ac7150a7d767e39c86f7,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=3a6a9455098c1feae2c3bfc7736e371f54244cb7,Social Media and Content Specialist,BINGXUE,Jakarta Utara,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88937011?type=standard&ref=search-standalone&origin=cardTitle#sol=3a6a9455098c1feae2c3bfc7736e371f54244cb7,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=8abc5de086ce65651c9a566b494b909e6368963e,Senior Social Media & Community Specialist,SCULPT SHAPEWEAR,Jakarta Utara,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89070484?type=standard&ref=search-standalone&origin=cardTitle#sol=8abc5de086ce65651c9a566b494b909e6368963e,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=d07240dc42d1c8ce5faa5c9c84395561a39d0170,Social Media Specialist,PT Satu Estetika Indonesia,Jakarta Raya,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88872500?type=standard&ref=search-standalone&origin=cardTitle#sol=d07240dc42d1c8ce5faa5c9c84395561a39d0170,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=0741a882a516da29615650b26038f89d3e852d87,Social Media dan Kol/Affiliate Specialist,PT Agung Food Industrindo,Jakarta Barat,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88997293?type=standard&ref=search-standalone&origin=cardTitle#sol=0741a882a516da29615650b26038f89d3e852d87,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=039edbabd1501eeb225af0d310f58b5e68b7c9ef,Social Media Specialist,CV SOLUSI KECANTIKAN INDONESIA NUSANTARA (Skinvest Aesthetic Clinic),Sidoarjo,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/88753575?type=standard&ref=search-standalone&origin=cardTitle#sol=039edbabd1501eeb225af0d310f58b5e68b7c9ef,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=df87a835e80c596715de921a3eb58139754029de,Social Media Officer (FMCG Company),Confidential Company,Jakarta Raya,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89128259?type=standard&ref=search-standalone&origin=cardTitle#sol=df87a835e80c596715de921a3eb58139754029de,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=ea91fa933c30b3f37b53d5d2934ef7714caf0d51,Social Media & Content Specialist,"PT Tera Data Indonusa, Tbk",Cakung,Real JobStreet Data for Social Media Specialist. Apply at: https://id.jobstreet.com/id/job/89143079?type=standard&ref=search-standalone&origin=cardTitle#sol=ea91fa933c30b3f37b53d5d2934ef7714caf0d51,Social Media Specialist,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=9df71d251bc30f9ec10719706402734479dc9a9a,Accounting Staff,PT Gloskin,Tebet,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89166249?type=standard&ref=search-standalone&origin=cardTitle#sol=9df71d251bc30f9ec10719706402734479dc9a9a,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=657c8a61f27da6e6513288a284239d641a41e444,Finance Accounting Staff,PT Natural Hilife,Jakarta Raya,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89126334?type=standard&ref=search-standalone&origin=cardTitle#sol=657c8a61f27da6e6513288a284239d641a41e444,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=5c79db237dd94dcbf399645a8f696e73972c1c8f,Accounting,PT Huakan International Indonesia,Jakarta Barat,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/88740997?type=standard&ref=search-standalone&origin=cardTitle#sol=5c79db237dd94dcbf399645a8f696e73972c1c8f,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=160c23e70f1a58b2f2bb6284246093be006e8d68,Accountant,PT. POLAPULPINDO MANTAP ( PELEBURAN WASTE PAPER ),Jakarta Raya,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89144387?type=standard&ref=search-standalone&origin=cardTitle#sol=160c23e70f1a58b2f2bb6284246093be006e8d68,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=47c7a31e59b34d6ea3993610e442d4fb16e924e8,Accountant & Finance,PT. Longyang Global Trading,Jakarta Utara,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89142317?type=standard&ref=search-standalone&origin=cardTitle#sol=47c7a31e59b34d6ea3993610e442d4fb16e924e8,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=e4dcc77feff934c84abbbdcee0db8bafd9a6bd5e,Accounting Staff,JAPFA FOOD INDONESIA,Jakarta Barat,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/88776153?type=standard&ref=search-standalone&origin=cardTitle#sol=e4dcc77feff934c84abbbdcee0db8bafd9a6bd5e,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=3ec481868716b4bf781f52f9c0e916f1ccbb35dc,Staff Accounting & Tax,PT Prima Mitrainti Sejati,Jakarta Barat,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/88726154?type=standard&ref=search-standalone&origin=cardTitle#sol=3ec481868716b4bf781f52f9c0e916f1ccbb35dc,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=fbeb17e45f866b2b7f4f8f6d42e851e127e19dc7,Accounting,PT Puji Lestari Purnama,Tangerang,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89171508?type=standard&ref=search-standalone&origin=cardTitle#sol=fbeb17e45f866b2b7f4f8f6d42e851e127e19dc7,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=de790a3cc479b693eea75476dac6f0a398f7288d,Accounting,PT. WHISTLER GARDEN INDONESIA,Tangerang,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89171123?type=standard&ref=search-standalone&origin=cardTitle#sol=de790a3cc479b693eea75476dac6f0a398f7288d,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=e7868113ffe5a386ac5ba8f6dd53da8bbb14873d,Accounting Staff,PT Jakarta Digital Nusantara,Jakarta Barat,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89178468?type=standard&ref=search-standalone&origin=cardTitle#sol=e7868113ffe5a386ac5ba8f6dd53da8bbb14873d,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=081cabfa4d175978029f986ed2e59de7733c1930,Staff Accounting,PT Kreasi Dinamika Lestari,Kabupaten Tangerang,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89174832?type=standard&ref=search-standalone&origin=cardTitle#sol=081cabfa4d175978029f986ed2e59de7733c1930,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=d1bb43b68fa894a9e8fd58a2ded7e57747c5ec40,Accounting,PT. Indo Primas,Tangerang,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89149130?type=standard&ref=search-standalone&origin=cardTitle#sol=d1bb43b68fa894a9e8fd58a2ded7e57747c5ec40,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=185cd581ddbae29c289bedc278ca4f3737fdb863,Staff Accounting,PT Sinergi Abadi Sentosa,Tangerang,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89143190?type=standard&ref=search-standalone&origin=cardTitle#sol=185cd581ddbae29c289bedc278ca4f3737fdb863,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=a63a7c3f6f480945a32d03b51dc892305c052ecb,Accounting,PT. JAKARTA GREEN FOREST,Jakarta Utara,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/88710593?type=standard&ref=search-standalone&origin=cardTitle#sol=a63a7c3f6f480945a32d03b51dc892305c052ecb,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=d014ae4df7db6deb6d0850c83ffc7094a7ba60cf,Accounting Staff,PT. Cielco IVIN Anugerah Perkasa,Jakarta Utara,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89116226?type=standard&ref=search-standalone&origin=cardTitle#sol=d014ae4df7db6deb6d0850c83ffc7094a7ba60cf,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=9e2983fb549eaf3faede5a0382e4ef9624913373,Accounting Officer,Everlash,Jakarta Raya,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/88984127?type=standard&ref=search-standalone&origin=cardTitle#sol=9e2983fb549eaf3faede5a0382e4ef9624913373,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=a715d52b5f6dad4286fe86dfcbad975eaba5f816,akuntansi,PT CITRA SELARAS LOGISTIK,Jakarta Utara,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89140340?type=standard&ref=search-standalone&origin=cardTitle#sol=a715d52b5f6dad4286fe86dfcbad975eaba5f816,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=1791e687369ec92c274a174fdf64351586a28101,Accounting Staff,PT Kimia Konstruksi Indonesia,Sidoarjo,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/88991840?type=standard&ref=search-standalone&origin=cardTitle#sol=1791e687369ec92c274a174fdf64351586a28101,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
standalone&origin=cardTitle#sol=e6db1c0220b43c90752d54e754d0de1efb910ae1,Finance dan Accounting Staff,PT. Pelayaran Sanshan WED,Penjaringan,Real JobStreet Data for Akuntansi. Apply at: https://id.jobstreet.com/id/job/89168623?type=standard&ref=search-standalone&origin=cardTitle#sol=e6db1c0220b43c90752d54e754d0de1efb910ae1,Akuntansi,2025-12-17,JobStreet Indonesia (Real)
